Year,,
2013,,
2015,nan,2394
2016,0,1305
2015,1,935
2015,2,1881
2015,3,1430
2015,4,1515
2013,,9460
2015,,
2014,,
2015,,
2015,,
2015,,
2015,,
2016,,
2016,,
2013,,
2016,,
2015,,
2016,,
2015,,
2015,,
2013,,
2015,,
nan,,
nan,,
2016,,
nan,,
2016,,
nan,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
nan,,
2016,,
2016,,
2016,,
2016,,
2016,,
2014,,
2016,,
nan,,
2016,,
2015,,
2016,,
2016,,
nan,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
nan,,
nan,,
2016,,
2016,,
2016,,
2012,,
2015,,
2013,,
nan,,
nan,,
nan,,
nan,,
2013,,
nan,,
2012,,
2011,,
2012,,
2012,,
nan,,
nan,,
2012,,
2012,,
2011,,
2013,,
nan,,
nan,,
nan,,
2012,,
2013,,
nan,,
nan,,
nan,,
2013,,
nan,,
2013,,
2013,,
2013,,
2013,,
nan,,
nan,,
2013,,
2013,,
nan,,
2013,,
nan,,
nan,,
nan,,
nan,,
nan,,
2013,,
2013,,
2013,,
nan,,
2013,,
2013,,
nan,,
nan,,
nan,,
2010,,
nan,,
2013,,
nan,,
nan,,
nan,,
nan,,
2015,,
nan,,
nan,,
nan,,
2016,,
2016,,
nan,,
2015,,
nan,,
2015,,
2015,,
2016,,
2015,,
nan,,
2015,,
2015,,
nan,,
2015,,
nan,,
2015,,
nan,,
nan,,
2016,,
nan,,
2015,,
2016,,
2016,,
2015,,
2015,,
2016,,
nan,,
2015,,
nan,,
nan,,
2016,,
nan,,
2016,,
2013,,
2015,,
nan,,
2015,,
2016,,
2015,,
2015,,
nan,,
nan,,
2016,,
2013,,
2015,,
2016,,
nan,,
nan,,
2015,,
2015,,
nan,,
2015,,
2016,,
2015,,
2015,,
2016,,
2015,,
2013,,
2013,,
2015,,
2013,,
nan,,
2016,,
2016,,
2015,,
2013,,
nan,,
2015,,
nan,,
nan,,
2016,,
2015,,
2013,,
nan,,
nan,,
2016,,
nan,,
nan,,
nan,,
2016,,
nan,,
nan,,
2016,,
nan,,
2016,,
nan,,
2016,,
2016,,
nan,,
2016,,
nan,,
nan,,
nan,,
2013,,
2015,,
2016,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
2016,,
nan,,
nan,,
2016,,
nan,,
2015,,
nan,,
2015,,
2015,,
nan,,
2014,,
2015,,
2016,,
2016,,
nan,,
nan,,
nan,,
2016,,
nan,,
2016,,
2016,,
2016,,
2016,,
2010,,
2016,,
2016,,
nan,,
nan,,
nan,,
nan,,
2016,,
2016,,
nan,,
nan,,
2016,,
2016,,
nan,,
2010,,
nan,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
2015,,
2016,,
nan,,
2010,,
2010,,
nan,,
nan,,
2016,,
2016,,
nan,,
nan,,
2016,,
2016,,
2016,,
nan,,
2016,,
nan,,
2015,,
2016,,
2016,,
2016,,
2016,,
nan,,
2016,,
2008,,
2016,,
2016,,
nan,,
2016,,
nan,,
2016,,
nan,,
2016,,
2010,,
nan,,
2016,,
2010,,
2016,,
2008,,
nan,,
2016,,
nan,,
2010,,
2016,,
2016,,
nan,,
nan,,
2008,,
2008,,
nan,,
nan,,
2006,,
2010,,
2008,,
2010,,
2008,,
2008,,
2010,,
2010,,
nan,,
2010,,
nan,,
2008,,
nan,,
2009,,
nan,,
nan,,
nan,,
nan,,
nan,,
2010,,
nan,,
nan,,
2013,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
nan,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
nan,,
nan,,
nan,,
nan,,
2009,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
2009,,
2009,,
nan,,
2009,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
2009,,
nan,,
2016,,
nan,,
2016,,
2015,,
2016,,
nan,,
nan,,
nan,,
nan,,
2016,,
2016,,
nan,,
2016,,
2016,,
2013,,
nan,,
2016,,
2013,,
2016,,
2016,,
2016,,
2013,,
nan,,
2016,,
2016,,
2016,,
nan,,
2016,,
2013,,
nan,,
2016,,
2007,,
nan,,
2013,,
nan,,
2016,,
nan,,
nan,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
nan,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
nan,,
2016,,
nan,,
nan,,
2016,,
2016,,
2016,,
2016,,
2014,,
2013,,
2014,,
2012,,
2014,,
2012,,
2014,,
nan,,
nan,,
2007,,
nan,,
2012,,
2007,,
2007,,
2014,,
2013,,
2012,,
2014,,
2007,,
2013,,
2014,,
2014,,
nan,,
2012,,
nan,,
2012,,
nan,,
2007,,
nan,,
2007,,
2014,,
2013,,
nan,,
2014,,
2014,,
nan,,
2014,,
nan,,
2013,,
2007,,
nan,,
2012,,
nan,,
nan,,
nan,,
nan,,
nan,,
2016,,
2014,,
nan,,
1996,,
nan,,
nan,,
nan,,
2016,,
nan,,
nan,,
nan,,
2016,,
nan,,
nan,,
nan,,
2016,,
2016,,
nan,,
1999,,
nan,,
2016,,
2016,,
nan,,
2016,,
nan,,
2016,,
2016,,
2007,,
2016,,
2016,,
nan,,
nan,,
2016,,
nan,,
2016,,
2016,,
nan,,
nan,,
nan,,
2014,,
2016,,
2016,,
2016,,
nan,,
2007,,
2016,,
1996,,
nan,,
nan,,
2015,,
nan,,
2011,,
2010,,
2015,,
2010,,
2016,,
2015,,
2016,,
2010,,
nan,,
2011,,
nan,,
2016,,
2015,,
nan,,
2015,,
nan,,
2013,,
2013,,
2010,,
2013,,
2013,,
2013,,
2013,,
2013,,
nan,,
2013,,
2013,,
2013,,
2013,,
2009,,
nan,,
2009,,
2013,,
nan,,
2013,,
nan,,
2009,,
2013,,
2013,,
2013,,
2013,,
2013,,
2013,,
2009,,
2013,,
2009,,
2013,,
nan,,
nan,,
2013,,
nan,,
nan,,
2016,,
2016,,
2013,,
2016,,
nan,,
2013,,
nan,,
2016,,
nan,,
nan,,
2016,,
2016,,
nan,,
nan,,
2016,,
nan,,
2016,,
2016,,
2016,,
2016,,
2011,,
2011,,
2016,,
nan,,
2011,,
nan,,
2013,,
nan,,
2016,,
2016,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
2016,,
2013,,
2016,,
nan,,
nan,,
2013,,
2015,,
2013,,
nan,,
2016,,
nan,,
nan,,
nan,,
2016,,
2013,,
nan,,
2016,,
2013,,
nan,,
2016,,
nan,,
nan,,
2016,,
nan,,
nan,,
2016,,
nan,,
nan,,
nan,,
nan,,
nan,,
2016,,
2016,,
nan,,
nan,,
nan,,
2016,,
nan,,
nan,,
2016,,
nan,,
nan,,
2016,,
nan,,
2016,,
nan,,
2016,,
2016,,
2016,,
nan,,
2016,,
nan,,
nan,,
nan,,
nan,,
2016,,
2016,,
nan,,
2016,,
nan,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
2016,,
nan,,
nan,,
2016,,
2016,,
nan,,
2016,,
2016,,
2016,,
nan,,
2016,,
2016,,
2016,,
nan,,
2016,,
nan,,
2016,,
2016,,
nan,,
nan,,
2014,,
1999,,
2006,,
2014,,
2014,,
2014,,
2003,,
2008,,
2003,,
2014,,
nan,,
nan,,
2008,,
2014,,
2003,,
2014,,
2014,,
nan,,
2014,,
2014,,
2006,,
2006,,
2014,,
2006,,
2014,,
2014,,
2014,,
2014,,
2014,,
nan,,
2014,,
2014,,
2014,,
nan,,
2014,,
2016,,
2016,,
nan,,
nan,,
2016,,
2016,,
2016,,
nan,,
nan,,
2016,,
2013,,
2016,,
2016,,
2013,,
2016,,
nan,,
2017,,
2016,,
nan,,
2017,,
2016,,
2017,,
nan,,
2008,,
2010,,
nan,,
nan,,
2010,,
nan,,
2009,,
nan,,
nan,,
nan,,
nan,,
nan,,
2010,,
2010,,
2010,,
2010,,
nan,,
nan,,
nan,,
nan,,
2008,,
nan,,
2003,,
2010,,
nan,,
2010,,
2012,,
2012,,
2013,,
2013,,
2012,,
2013,,
2013,,
2013,,
2012,,
1999,,
2012,,
2013,,
nan,,
2012,,
2013,,
2013,,
2013,,
2012,,
2013,,
2013,,
2012,,
1999,,
2013,,
nan,,
2013,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
2014,,
2014,,
2006,,
2014,,
2014,,
2014,,
2014,,
2014,,
2014,,
2011,,
nan,,
2014,,
2014,,
2011,,
2011,,
2014,,
nan,,
2016,,
nan,,
nan,,
2016,,
nan,,
nan,,
2016,,
nan,,
nan,,
nan,,
2016,,
nan,,
2016,,
2016,,
nan,,
nan,,
nan,,
2009,,
nan,,
2016,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
2016,,
nan,,
2016,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
2013,,
nan,,
2013,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
2013,,
2013,,
nan,,
nan,,
nan,,
2013,,
2013,,
2013,,
2010,,
2010,,
2001,,
2010,,
2005,,
nan,,
2010,,
nan,,
2010,,
nan,,
2010,,
2005,,
2010,,
2007,,
1997,,
2009,,
2009,,
2010,,
2007,,
2010,,
2010,,
2007,,
nan,,
2010,,
2007,,
nan,,
nan,,
1999,,
2009,,
2010,,
nan,,
nan,,
2005,,
2010,,
2010,,
2007,,
nan,,
2010,,
nan,,
2009,,
2013,,
2013,,
nan,,
nan,,
2012,,
2008,,
2012,,
2013,,
2013,,
2013,,
nan,,
2013,,
2013,,
2013,,
2013,,
nan,,
2013,,
nan,,
nan,,
nan,,
nan,,
nan,,
2013,,
2013,,
2013,,
nan,,
2013,,
nan,,
2008,,
2008,,
nan,,
nan,,
2008,,
2013,,
2013,,
2015,,
2015,,
2011,,
2015,,
2015,,
2016,,
nan,,
2015,,
nan,,
2015,,
nan,,
2011,,
2011,,
nan,,
2015,,
2015,,
2015,,
2015,,
2015,,
nan,,
2014,,
2015,,
2016,,
nan,,
2015,,
2016,,
2015,,
2015,,
2011,,
2015,,
2014,,
2014,,
2016,,
nan,,
nan,,
2015,,
2014,,
2011,,
2015,,
2015,,
2011,,
nan,,
2014,,
2015,,
2015,,
nan,,
2015,,
2008,,
2015,,
nan,,
2015,,
2015,,
nan,,
2015,,
nan,,
2011,,
2015,,
2014,,
nan,,
2015,,
2013,,
2011,,
2013,,
nan,,
nan,,
2013,,
2016,,
2015,,
nan,,
2015,,
nan,,
nan,,
2014,,
2013,,
2014,,
2011,,
2015,,
2015,,
2015,,
nan,,
2015,,
2016,,
nan,,
2015,,
2015,,
nan,,
2011,,
2014,,
nan,,
2015,,
2015,,
2011,,
2015,,
nan,,
2015,,
2015,,
2015,,
2015,,
2016,,
2015,,
nan,,
2015,,
nan,,
nan,,
nan,,
nan,,
2003,,
2014,,
2014,,
2014,,
2014,,
nan,,
2014,,
2014,,
2014,,
2014,,
1996,,
nan,,
2014,,
nan,,
nan,,
nan,,
nan,,
nan,,
nan,,
2014,,
2014,,
nan,,
2008,,
nan,,
2014,,
nan,,
1996,,
nan,,
2014,,
1996,,
2003,,
nan,,
1996,,
2014,,
nan,,
nan,,
2014,,
2014,,
nan,,
2014,,
nan,,
nan,,
nan,,
nan,,
2014,,
2014,,
nan,,
2014,,
nan,,
2014,,
2014,,
2014,,
2014,,
2014,,
nan,,
2012,,
2012,,
2012,,
2012,,
2012,,
nan,,
2012,,
nan,,
2012,,
2012,,
2012,,
2012,,
2011,,
nan,,
2011,,
2012,,
2012,,
2012,,
2012,,
2012,,
2012,,
2012,,
2012,,
2012,,
2012,,
2012,,
2012,,
2012,,
2010,,
2012,,
2012,,
2012,,
nan,,
2012,,
2012,,
2012,,
2012,,
2013,,
2013,,
2012,,
2012,,
2012,,
nan,,
2014,,
2014,,
2014,,
2014,,
nan,,
2014,,
2003,,
2009,,
2003,,
2003,,
2003,,
2008,,
2003,,
2008,,
2003,,
2008,,
2014,,
2014,,
